epoch,train_acc,val_acc,timestamp
0,,0.46445316076278687,2025-11-03T13:41:21.792752
1,0.9913024903944461,1.0,2025-11-03T13:42:25.336765
2,1.0,1.0,2025-11-03T13:43:28.665805
3,1.0,1.0,2025-11-03T13:44:31.978488
4,1.0,1.0,2025-11-03T13:45:41.019430
5,1.0,1.0,2025-11-03T13:46:44.309475
