epoch,train_acc,val_acc,timestamp
0,,0.4000000059604645,2025-11-03T12:27:57.772752
1,,1.0,2025-11-03T12:28:57.971406
2,,1.0,2025-11-03T12:29:58.291356
3,,1.0,2025-11-03T12:30:58.138436
4,,1.0,2025-11-03T12:31:57.743128
5,,1.0,2025-11-03T12:33:31.890308
